mins 1540 , noise_error =1.0
mins 1541 , noise_error =1.0
mins 1542 , noise_error =0.9438202247191011
mins 1543 , noise_error =0.9555555555555556
mins 1544 , noise_error =0.9587628865979382
mins 1545 , noise_error =1.0
mins 1546 , noise_error =1.0
mins 1547 , noise_error =0.9777777777777777
mins 1548 , noise_error =0.9540229885057472
mins 1549 , noise_error =1.0
mins 1550 , noise_error =0.9555555555555556
mins 1551 , noise_error =1.0
mins 1552 , noise_error =1.0
mins 1553 , noise_error =1.0
mins 1554 , noise_error =1.0
mins 1555 , noise_error =1.0
mins 1556 , noise_error =1.0
mins 1557 , noise_error =1.0
mins 1558 , noise_error =1.0
mins 1559 , noise_error =1.0
mins 1560 , noise_error =1.0
mins 1561 , noise_error =1.0
mins 1562 , noise_error =1.0
mins 1563 , noise_error =1.0
mins 1564 , noise_error =1.0
mins 1565 , noise_error =1.0
mins 1566 , noise_error =1.0
mins 1567 , noise_error =1.0
mins 1568 , noise_error =1.0
mins 1569 , noise_error =1.0
mins 1570 , noise_error =1.0
mins 1571 , noise_error =0.9878048780487805
mins 1572 , noise_error =1.0
mins 1573 , noise_error =1.0
mins 1574 , noise_error =0.9753086419753086
mins 1575 , noise_error =0.9555555555555556
mins 1576 , noise_error =1.0
mins 1577 , noise_error =0.9880952380952381
mins 1578 , noise_error =0.9759036144578314
mins 1579 , noise_error =0.9883720930232558
mins 1580 , noise_error =1.0
mins 1581 , noise_error =1.0
mins 1582 , noise_error =0.9782608695652174
mins 1583 , noise_error =1.0
mins 1584 , noise_error =1.0
mins 1585 , noise_error =1.0
mins 1586 , noise_error =1.0
mins 1587 , noise_error =1.0
mins 1588 , noise_error =1.0
mins 1589 , noise_error =1.0
mins 1590 , noise_error =1.0
mins 1591 , noise_error =0.9767441860465116
mins 1592 , noise_error =1.0
mins 1593 , noise_error =0.9787234042553191
mins 1594 , noise_error =0.9897959183673469
mins 1595 , noise_error =0.989010989010989
mins 1596 , noise_error =1.0
mins 1597 , noise_error =1.0
mins 1598 , noise_error =1.0
mins 1599 , noise_error =1.0
mins 1600 , noise_error =1.0
mins 1601 , noise_error =1.0
mins 1602 , noise_error =1.0
mins 1603 , noise_error =1.0
mins 1604 , noise_error =1.0
mins 1605 , noise_error =1.0
mins 1606 , noise_error =1.0
mins 1607 , noise_error =1.0
mins 1608 , noise_error =1.0
mins 1609 , noise_error =1.0
mins 1610 , noise_error =1.0
mins 1611 , noise_error =1.0
mins 1612 , noise_error =1.0
mins 1613 , noise_error =1.0
mins 1614 , noise_error =1.0
mins 1615 , noise_error =1.0
mins 1616 , noise_error =1.0
mins 1617 , noise_error =1.0
mins 1618 , noise_error =0.9891304347826086
mins 1619 , noise_error =1.0
mins 1620 , noise_error =0.9893617021276596
mins 1621 , noise_error =0.9666666666666667
mins 1622 , noise_error =1.0
mins 1623 , noise_error =1.0
mins 1624 , noise_error =1.0
mins 1625 , noise_error =1.0
mins 1626 , noise_error =1.0
mins 1627 , noise_error =1.0
mins 1628 , noise_error =1.0
mins 1629 , noise_error =0.9888888888888889
mins 1630 , noise_error =1.0
mins 1631 , noise_error =1.0
mins 1632 , noise_error =1.0
mins 1633 , noise_error =0.9759036144578314
mins 1634 , noise_error =1.0
mins 1635 , noise_error =1.0
mins 1636 , noise_error =1.0
mins 1637 , noise_error =1.0
mins 1638 , noise_error =0.9885057471264368
mins 1639 , noise_error =1.0
mins 1640 , noise_error =1.0
mins 1641 , noise_error =1.0
mins 1642 , noise_error =1.0
mins 1643 , noise_error =1.0
mins 1644 , noise_error =1.0
mins 1645 , noise_error =1.0
mins 1646 , noise_error =1.0
mins 1647 , noise_error =1.0
mins 1648 , noise_error =1.0
mins 1649 , noise_error =1.0
mins 1650 , noise_error =1.0
mins 1651 , noise_error =1.0
mins 1652 , noise_error =1.0
mins 1653 , noise_error =1.0
mins 1654 , noise_error =1.0
mins 1655 , noise_error =1.0
mins 1656 , noise_error =1.0
mins 1657 , noise_error =0.9523809523809523
mins 1658 , noise_error =1.0
mins 1659 , noise_error =1.0
mins 1660 , noise_error =1.0
mins 1661 , noise_error =1.0
mins 1662 , noise_error =1.0
mins 1663 , noise_error =1.0
mins 1664 , noise_error =1.0
mins 1665 , noise_error =1.0
mins 1666 , noise_error =1.0
mins 1667 , noise_error =1.0
mins 1668 , noise_error =1.0
mins 1669 , noise_error =0.9880952380952381
mins 1670 , noise_error =1.0
mins 1671 , noise_error =0.9767441860465116
mins 1672 , noise_error =1.0
mins 1673 , noise_error =0.9775280898876404
mins 1674 , noise_error =0.989247311827957
mins 1675 , noise_error =1.0
mins 1676 , noise_error =0.9777777777777777
mins 1677 , noise_error =1.0
mins 1678 , noise_error =1.0
mins 1679 , noise_error =1.0
mins 1680 , noise_error =1.0
mins 1681 , noise_error =1.0
mins 1682 , noise_error =1.0
mins 1683 , noise_error =1.0
mins 1684 , noise_error =1.0
mins 1685 , noise_error =0.9896907216494846
mins 1686 , noise_error =0.96875
mins 1687 , noise_error =1.0
mins 1688 , noise_error =1.0
mins 1689 , noise_error =1.0
mins 1690 , noise_error =1.0
mins 1691 , noise_error =1.0
mins 1692 , noise_error =1.0
mins 1693 , noise_error =1.0
mins 1694 , noise_error =1.0
mins 1695 , noise_error =1.0
mins 1696 , noise_error =1.0
mins 1697 , noise_error =0.9753086419753086
mins 1698 , noise_error =1.0
mins 1699 , noise_error =1.0
mins 1700 , noise_error =1.0
mins 1701 , noise_error =1.0
mins 1702 , noise_error =1.0
mins 1703 , noise_error =1.0
mins 1704 , noise_error =1.0
mins 1705 , noise_error =1.0
mins 1706 , noise_error =1.0
mins 1707 , noise_error =1.0
mins 1708 , noise_error =1.0
mins 1709 , noise_error =1.0
mins 1710 , noise_error =1.0
mins 1711 , noise_error =0.9722222222222222
mins 1712 , noise_error =1.0
mins 1713 , noise_error =0.9746835443037974
mins 1714 , noise_error =1.0
mins 1715 , noise_error =1.0
mins 1716 , noise_error =1.0
mins 1717 , noise_error =0.9878048780487805
mins 1718 , noise_error =1.0
mins 1719 , noise_error =1.0
mins 1720 , noise_error =1.0
mins 1721 , noise_error =1.0
mins 1722 , noise_error =1.0
mins 1723 , noise_error =1.0
mins 1724 , noise_error =1.0
mins 1725 , noise_error =1.0
mins 1726 , noise_error =1.0
mins 1727 , noise_error =1.0
mins 1728 , noise_error =1.0
mins 1729 , noise_error =1.0
mins 1730 , noise_error =1.0
mins 1731 , noise_error =1.0
mins 1732 , noise_error =1.0
mins 1733 , noise_error =1.0
mins 1734 , noise_error =0.978021978021978
mins 1735 , noise_error =1.0
mins 1736 , noise_error =1.0
mins 1737 , noise_error =1.0
mins 1738 , noise_error =1.0
mins 1739 , noise_error =1.0
mins 1740 , noise_error =1.0
