time,site,site_pm2.5,high_level_pm2.5,ws,temperature,rh
2017/7/13 16:25,C_9,8.94,10.48,0.8,32.876,59.76
2017/7/13 16:30,C_9,10.1,12.08,1.2,32.878,59.92
2017/7/13 16:35,C_9,11.42,12.18,0.6,32.824,60.68
2017/7/13 16:40,C_9,12.04,12.1,1.1,32.722,60.44
2017/7/13 16:45,C_9,11.72,13.56,0.8,31.99,64.18
2017/7/13 16:50,C_9,12.26,14.52,1.1,31.078,69.94
2017/7/13 16:55,C_9,11.92,14.1,0.3,31.3,70.16
2017/7/13 17:00,C_9,13.26,14.42,1.3,31.008,69.88
2017/7/13 17:05,C_9,12.7,14.62,1,31.12,69.22
2017/7/13 17:10,C_9,12.48,15.325,1.8,30.63,71.74
2017/7/13 17:15,C_9,11.96,15.62,1.7,30.526,72.3
2017/7/13 17:20,C_9,11.94,15.5,0.9,30.542,72.38
2017/7/13 17:25,C_9,13,15.04,0,31.088,71.68
2017/7/13 17:30,C_9,12.78,15.16,0.8,30.906,71.64
2017/7/13 17:35,C_9,13.7,15.84,0.9,30.812,72.18
2017/7/13 17:40,C_9,13.45,16.98,1.5,30.308,74.64
2017/7/13 17:45,C_9,15.12,16.7,1.5,29.916,76.02
2017/7/13 17:50,C_9,15.78,17.12,0.8,29.866,76.5
2017/7/13 17:55,C_9,15.64,17.88,0.6,29.968,76.2
2017/7/13 18:00,C_9,16.3,18.28,0.7,29.948,76.16
2017/7/13 18:05,C_9,17.74,18.52,0.5,29.894,76.54
2017/7/13 18:10,C_9,16.8,18.5,0,30.054,76.34
2017/7/13 18:15,C_9,17.5,18.84,0,30.094,76.08
2017/7/13 18:20,C_9,17.2,19.475,0,30.112,76
2017/7/13 18:25,C_9,17.3,19.36,0,30.002,76.18
2017/7/13 18:30,C_9,20.08,19.48,0.2,29.882,76.76
2017/7/13 18:35,C_9,20.2,20.3,1.2,29.476,78.9
2017/7/13 18:40,C_9,19.9,16.68,1.8,29.066,78.58
2017/7/13 18:45,C_9,14.92,15.3,1.7,28.952,75.8
2017/7/13 18:50,C_9,15.44,14.74,1.4,28.874,75.86
2017/7/13 18:55,C_9,16.18,15.18,1.1,28.73,76.44
2017/7/13 19:00,C_9,17.32,16.26,0,28.76,77.52
2017/7/13 19:05,C_9,17.2,16.8,0.1,28.834,77.88
2017/7/13 19:10,C_9,17,15.28,0.2,28.67,77.44
2017/7/13 19:15,C_9,16.9,13.98,0.3,28.532,76.88
2017/7/13 19:20,C_9,15.54,15.08,0.2,28.222,78.12
2017/7/13 19:25,C_9,16.6,14.86,0.1,28.082,78.7
2017/7/13 19:30,C_9,17,13.175,1,27.57,79.82
2017/7/13 19:35,C_9,17.62,12.52,0.7,27.426,79.68
2017/7/13 19:40,C_9,18.84,9.5,0.9,27.224,79.16
2017/7/13 19:45,C_9,16.18,9.62,0.2,27.148,79.7
2017/7/13 19:50,C_9,13.7,10.68,1,26.988,80.54
2017/7/13 19:55,C_9,16.16,11.64,0.8,27.008,80.94
2017/7/13 20:00,C_9,18.86,12.72,1.2,26.836,81.7
2017/7/13 20:05,C_9,21.22,13.88,1.2,26.632,83.12
2017/7/13 20:10,C_9,17.52,15.18,0.8,26.406,85.32
2017/7/13 20:15,C_9,16.3,15.96,0,26.348,86.54
2017/7/13 20:20,C_9,16.9,17,0,26.49,86.58
2017/7/13 20:25,C_9,18.24,18.28,0,26.658,86.5
2017/7/13 20:30,C_9,18.64,18.3,0,26.676,86.66
2017/7/13 20:35,C_9,19.9,17.44,0,26.704,86.82
2017/7/13 20:40,C_9,18.64,17.45,0,26.594,87.42
2017/7/13 20:45,C_9,19.4,18.84,0.1,26.382,88.58
2017/7/13 20:50,C_9,22.68,18.5,0,26.398,88.42
2017/7/13 20:55,C_9,18.98,18.72,0,26.486,88.28
2017/7/13 21:00,C_9,20.4,19.04,0,26.582,88.84
2017/7/13 21:05,C_9,20.3,18.52,0.3,26.358,89
2017/7/13 21:10,C_9,20.8,18.72,0,26.348,89.5
2017/7/13 21:15,C_9,21.4,18.84,0,26.458,89.44
2017/7/13 21:20,C_9,21.86,19.88,0,26.518,89.56
2017/7/13 21:25,C_9,22.38,19.8,0,26.578,89.14
2017/7/13 21:30,C_9,22.16,19.48,0,26.72,89.22
2017/7/13 21:35,C_9,23,19.9,0,26.856,88.76
2017/7/13 21:40,C_9,23.3,19.78,0,26.826,88.98
2017/7/13 21:45,C_9,23.8,21.06,0,26.736,89.94
2017/7/13 21:50,C_9,23.6,23.35,0,26.618,91.14
2017/7/13 21:55,C_9,22.78,24.7,0,26.702,91.5
2017/7/14 06:00,C_9,25.98,25.375,0,25.18,93.44
2017/7/14 06:05,C_9,25.26,24.4,0,25.18,93.42
2017/7/14 06:10,C_9,25.04,24.92,0,25.166,93.64
2017/7/14 06:15,C_9,26,24.94,0,25.236,93.44
2017/7/14 06:20,C_9,26.1,25.24,0,25.23,93.2
2017/7/14 06:25,C_9,26.1,25.38,0,25.286,93.44
2017/7/14 06:30,C_9,25.16,25.9,0,25.53,92.94
2017/7/14 06:35,C_9,24.54,24.64,0,25.768,92.42
2017/7/14 06:40,C_9,25.36,24.42,0,25.762,92.04
2017/7/14 06:45,C_9,24.52,24.3,0,25.598,92.12
2017/7/14 06:50,C_9,24.42,25.6,0,25.512,92.54
2017/7/14 06:55,C_9,24.1,24.94,0,25.8,91.58
2017/7/14 07:00,C_9,23.8,22.9,0,26.286,90.38
2017/7/14 07:05,C_9,23.1,21.9,0,26.938,87.9
2017/7/14 07:10,C_9,22.6,22.25,0,27.354,86.12
2017/7/14 07:15,C_9,23.3,21.7,0,27.288,85.46
2017/7/14 07:20,C_9,22.8,22.36,0,27.082,85.94
2017/7/14 07:25,C_9,23.1,22.78,0,26.884,87.2
2017/7/14 07:30,C_9,23,23,0,26.806,87.6
2017/7/14 07:35,C_9,23.2,23,0,26.632,88.26
2017/7/14 07:40,C_9,22.78,23.42,0,26.926,88.12
2017/7/14 07:45,C_9,22.46,22.22,0,27.308,87.18
2017/7/14 07:50,C_9,21.96,22.04,0,28.102,85.06
2017/7/14 07:55,C_9,21.1,21.8,0.2,28.418,83.36
2017/7/14 08:00,C_9,20.1,20.96,0,28.296,83.72
2017/7/14 08:05,C_9,21.02,21.38,0,29.05,81.46
2017/7/14 08:10,C_9,19.46,20.42,0,29.274,79.28
2017/7/14 08:15,C_9,18.74,18.6,0,29.648,78.46
2017/7/14 08:20,C_9,18.32,18.025,0,30.916,74.56
2017/7/14 08:25,C_9,17.92,16.9,0,30.296,74.76
2017/7/14 08:30,C_9,16.6,17.32,0.2,30.362,74.14
2017/7/14 08:35,C_9,16.5,17.32,0.1,30.008,73.08
2017/7/14 08:40,C_9,16.28,17.12,0,30.56,72.38
2017/7/14 08:45,C_9,16.25,17.32,0,30.848,71.98
2017/7/14 08:50,C_9,17.94,17.64,0.1,31.514,69.54
2017/7/14 08:55,C_9,16.7,17.32,0.1,31.3,69.12
2017/7/14 09:00,C_9,19.16,16.9,0.1,31.304,67.8
2017/7/14 09:05,C_9,16.7,16.8,0.1,31.466,68.38
2017/7/14 09:10,C_9,17,16.8,0,31.538,67.18
2017/7/14 09:15,C_9,17.7,17.44,0,31.874,66.62
2017/7/14 09:20,C_9,20,17.54,0,31.608,67.06
2017/7/14 09:25,C_9,18.52,17.98,0,31.764,67.46
2017/7/14 09:30,C_9,17.8,18.94,0.4,31.614,67.44
2017/7/14 09:35,C_9,19.04,18.9,0.2,32.05,66.9
2017/7/14 09:40,C_9,18.96,18.82,0.2,32.138,66.02
2017/7/14 09:45,C_9,19.06,18.48,0.1,32.104,65.92
2017/7/14 09:50,C_9,20,19.04,0.4,32.01,65.66
2017/7/14 09:55,C_9,19.8,20.22,0.2,31.658,66.56
2017/7/14 10:00,C_9,19.4,20.22,0.1,33.098,63.72
2017/7/14 10:05,C_9,19.6,19.78,0.3,32.976,62.92
2017/7/14 10:10,C_9,20.1,19.88,0.1,32.092,65.38
2017/7/14 10:15,C_9,19.97,19.38,0,33.064,64.12
2017/7/14 10:20,C_9,18.98,18.72,0.1,33.216,62.66
2017/7/14 10:25,C_9,19.28,18.92,0.5,32.424,63.6
2017/7/14 10:30,C_9,19.6,19.58,0.3,32.558,63.66
2017/7/14 10:35,C_9,19.68,19.48,0,33.59,61.86
2017/7/14 10:40,C_9,20.1,20.2,0.2,33.722,60.68
2017/7/14 10:45,C_9,20.6,19.35,0.2,33.28,61.24
2017/7/14 10:50,C_9,19.7,18.92,0.3,33.56,61.36
2017/7/14 10:55,C_9,19.36,19.26,0.6,33.122,62.22
2017/7/14 11:00,C_9,19.7,18.5,0,33.25,63.02
2017/7/14 11:05,C_9,18.02,18.18,0.5,33.566,61.76
2017/7/14 11:10,C_9,18.22,18.5,0.7,33.396,62.14
2017/7/14 11:15,C_9,18.64,18.4,1,33.412,62.08
2017/7/14 11:20,C_9,18.54,18.82,0.8,33.23,61.92
2017/7/14 11:25,C_9,17.8,18.82,0.5,33.74,60.32
2017/7/14 11:30,C_9,17.8,18.82,1.2,33.336,61.58
2017/7/14 11:35,C_9,18.42,18.72,0.8,33.634,60.94
2017/7/14 11:40,C_9,18.96,19.14,0.8,33.976,59.2
2017/7/14 11:45,C_9,18.42,18.92,0,34.192,58.6
2017/7/14 11:50,C_9,18.02,19.14,0.7,34.284,58.1
2017/7/14 11:55,C_9,18.2,19.04,0.8,33.668,60.26
2017/7/14 12:00,C_9,17.92,18.95,1.2,34.028,59.44
2017/7/14 12:05,C_9,18.02,19.14,0.4,34.156,58.36
2017/7/14 12:10,C_9,17.9,19.7,0.7,34.362,58.26
2017/7/14 12:15,C_9,18,20.52,1.2,33.628,59.82
2017/7/14 12:20,C_9,18.42,20.22,0.2,33.646,58.72
2017/7/14 12:25,C_9,18.86,20.44,1.1,33.732,59.02
2017/7/14 12:30,C_9,18.34,20.54,0.3,33.722,59
2017/7/14 12:35,C_9,18.74,20.42,0.8,34.716,57.62
2017/7/14 12:40,C_9,19.26,20.56,0.7,34.492,57.02
2017/7/14 12:45,C_9,19.18,22.78,1.4,34.758,58.16
2017/7/14 12:50,C_9,21,23.54,1.4,34.344,60.24
2017/7/14 12:55,C_9,22.26,25.04,2.2,33.924,61.14
2017/7/14 13:00,C_9,22.7,25.04,2,33.356,62.72
2017/7/14 13:05,C_9,23.42,25.28,1.2,33.902,61.1
2017/7/14 13:10,C_9,23,24.82,2.6,33.466,63.26
2017/7/14 13:15,C_9,22.38,25.5,2.3,33.302,64.4
2017/7/14 13:20,C_9,23.5,25.4,1.5,33.294,63.64
2017/7/14 13:25,C_9,24.2,25.14,2.1,32.992,64.52
2017/7/14 13:30,C_9,24.1,25.8,1.4,32.818,65.1
2017/7/14 13:35,C_9,24.62,25.82,1.5,33.166,64.2
2017/7/14 13:40,C_9,24.4,25.58,1.8,32.712,66.16
2017/7/14 14:35,C_9,25.06,23.96,0,26.822,86.9
2017/7/14 14:40,C_9,28.02,23.76,0.1,26.98,88.38
2017/7/14 14:45,C_9,29.3,26.88,0.2,27.28,87.38
2017/7/14 14:50,C_9,31.16,27.4,0,27.604,87.28
2017/7/14 14:55,C_9,34.26,36.28,0.3,27.728,88.1
2017/7/14 15:00,C_9,32.06,36.3,1.3,27.586,88.46
2017/7/14 15:05,C_9,31.14,32.56,2.6,27.504,88.08
2017/7/14 15:10,C_9,28.54,28.8,1.8,27.178,88.22
2017/7/14 15:15,C_9,29.18,26.76,1,27.158,87.58
2017/7/14 15:20,C_9,28.78,23.54,1.1,27.072,86.8
2017/7/14 15:25,C_9,27.84,21.7,0.5,26.806,85.36
2017/7/14 15:30,C_9,22.78,22.46,0,26.878,85.72
2017/7/14 15:35,C_9,21.82,20.675,0.4,26.838,85.16
2017/7/14 15:40,C_9,20,19.14,0.6,26.744,85.04
2017/7/14 15:50,C_9,20.2,10.24,0.4,25.67,85.8
2017/7/14 15:55,C_9,18.38,9.16,0,25.716,86.26
2017/7/14 16:00,C_9,17.2,8.74,0,25.702,86.1
2017/7/14 16:05,C_9,17.6,9.6,0,25.682,86.9
2017/7/14 16:10,C_9,18.74,9.72,0.1,25.368,87.56
2017/7/14 16:15,C_9,20.18,11,0,25.5,88.32
2017/7/14 17:05,C_9,28.36,33.4,0,25.658,95.32
2017/7/14 17:25,C_9,32.6,40.14,0.4,25.786,95.98
2017/7/14 17:30,C_9,34.34,37.26,0,25.87,95.66
2017/7/14 17:35,C_9,31.76,34.26,0,25.912,94.98
2017/7/14 17:50,C_9,30.62,33.82,0,26.158,94.6
2017/7/14 17:55,C_9,29.6,34.725,0,26.178,94.88
2017/7/14 18:00,C_9,28.78,33.4,0,26.252,94.5
2017/7/14 18:05,C_9,29.3,34.9,0,26.364,94.72
2017/7/14 18:10,C_9,29.1,35.12,0,26.404,94.86
2017/7/14 18:15,C_9,28.48,35.02,0,26.368,95.22
2017/7/14 18:20,C_9,29.7,35.76,0,26.294,95.66
2017/7/14 18:25,C_9,28.68,34.02,0,26.304,95.76
2017/7/14 18:30,C_9,26.8,33.74,0,26.354,95.54
2017/7/14 18:35,C_9,28.04,32.02,0,26.412,95.16
2017/7/14 18:40,C_9,25.98,32.54,0,26.39,95.18
2017/7/14 18:45,C_9,28.44,26.76,0.1,26.084,95.68
2017/7/14 18:50,C_9,26.9,24.18,0,25.726,95.74
2017/7/14 18:55,C_9,25.46,23.46,0.3,25.644,95.88
2017/7/14 19:00,C_9,26.62,23.78,0.3,25.558,96.24
2017/7/14 19:05,C_9,24.32,24.175,0,25.71,95.88
2017/7/14 19:10,C_9,23.2,24.8,0,25.866,95.4
2017/7/14 19:15,C_9,22.04,23.78,0.1,25.96,94.86
2017/7/14 19:20,C_9,21.02,22.9,0,25.802,94.94
2017/7/14 19:25,C_9,19.58,22.9,0,25.852,94.64
2017/7/14 19:30,C_9,20.2,22.46,0,25.776,93.78
2017/7/14 19:35,C_9,21.64,22.44,0,25.752,93.52
2017/7/14 19:40,C_9,22.58,22.04,0.2,25.768,92.92
2017/7/14 19:45,C_9,21.84,23.22,0,25.822,92.86
2017/7/14 19:50,C_9,22.26,23.34,0,25.738,93.62
2017/7/14 19:55,C_9,22.46,25.34,0,25.668,93.82
2017/7/14 20:00,C_9,24.94,25.6,0,25.822,93.82
2017/7/14 20:05,C_9,23.62,24.82,0,25.908,93.64
2017/7/14 20:10,C_9,23.7,25.8,0,25.944,93.7
2017/7/14 20:15,C_9,23.02,24.575,0,25.952,93.92
2017/7/14 20:20,C_9,23.42,24.1,0,25.918,93.96
2017/7/14 20:25,C_9,23.7,23.46,0,25.8,93.52
2017/7/14 20:30,C_9,23.7,24.1,0,25.844,93.64
2017/7/14 20:35,C_9,23.5,24.82,0,25.812,94.32
2017/7/14 20:40,C_9,24.74,25.8,0,25.884,93.94
2017/7/14 20:45,C_9,28.36,26.54,0,25.942,94.1
2017/7/14 20:50,C_9,29,26.76,0,26.01,94.3
2017/7/14 20:55,C_9,29,28.38,0,26.006,94.62
2017/7/14 21:00,C_9,29.3,27.3,0,25.988,94.6
2017/7/14 21:05,C_9,30.32,27.4,0,25.748,95.14
2017/7/14 21:10,C_9,30.84,26.64,0,25.7,95.62
2017/7/14 21:15,C_9,29.9,26.76,0,25.726,95.88
2017/7/14 21:20,C_9,29.1,26.32,0,25.674,96.12
2017/7/14 21:25,C_9,31.04,26.85,0,25.648,96.06
2017/7/14 21:30,C_9,30.62,26.78,0,25.572,96.26
2017/7/14 21:35,C_9,30.72,26.54,0,25.528,96.3
2017/7/14 21:40,C_9,30,25.9,0,25.574,96.26
2017/7/14 21:45,C_9,34.34,25.7,0,25.672,96.16
2017/7/14 21:50,C_9,29.92,26.1,0,25.762,95.84
2017/7/14 21:55,C_9,29.1,27.94,0,25.86,95.84
2017/7/15 06:00,C_9,24.22,26.32,0,25.124,96.54
2017/7/15 06:05,C_9,25.26,25.24,0,25.23,96.02
2017/7/15 06:10,C_9,25.78,24.2,0,25.442,95.24
2017/7/15 06:15,C_9,24.22,24.5,0,25.438,95.48
2017/7/15 06:20,C_9,23.1,23.34,0,25.594,94.68
2017/7/15 06:25,C_9,22.78,22.24,0,25.792,93.12
2017/7/15 06:30,C_9,22.56,21.3,0,26.11,92.04
2017/7/15 06:35,C_9,22.18,21.38,0,26.294,91
2017/7/15 06:40,C_9,20.82,20.4,0,26.578,90.82
2017/7/15 06:45,C_9,21.12,20.675,0,26.594,90.62
2017/7/15 06:50,C_9,20.9,20.66,0,26.736,90.2
2017/7/15 06:55,C_9,19.5,20.84,0,27.214,89.1
2017/7/15 07:00,C_9,20.3,19.88,0,27.724,87.58
2017/7/15 07:05,C_9,20.4,19.16,0,27.598,86.76
2017/7/15 07:10,C_9,17.82,19.9,0,27.728,86.46
2017/7/15 07:15,C_9,17.5,20,0,28.124,85.76
2017/7/15 07:20,C_9,16.18,18.42,0,28.372,84.68
2017/7/15 07:25,C_9,15.54,17.78,0,28.522,82.46
2017/7/15 07:30,C_9,16.78,17.36,0,29.148,81.5
2017/7/15 07:35,C_9,15.46,17.66,0,29.428,80.68
2017/7/15 07:40,C_9,15.22,17.76,0.3,29.002,81.42
2017/7/15 07:45,C_9,15.02,16.9,0.1,28.848,80.94
2017/7/15 07:50,C_9,14.8,17.66,0,29.016,81.08
2017/7/15 07:55,C_9,14.42,17.325,0,29.746,80.12
2017/7/15 08:00,C_9,14.34,16.18,0,29.932,78.22
2017/7/15 08:05,C_9,14.42,15.7,0.2,29.564,79.34
2017/7/15 08:10,C_9,14.72,15.96,0,29.996,78.9
2017/7/15 08:15,C_9,19.88,14.54,0.2,30.288,76.86
2017/7/15 08:20,C_9,25.26,12.28,0.5,30.118,73.44
2017/7/15 08:25,C_9,17.2,12.62,1.3,29.818,71.86
2017/7/15 08:30,C_9,16.68,12.4,0.2,30.232,71.88
2017/7/15 08:35,C_9,14.2,11.56,0.5,30.578,69.1
2017/7/15 08:40,C_9,12.36,11.44,0.7,30.448,67.78
2017/7/15 08:45,C_9,11.22,11.12,1.1,30.474,66.94
2017/7/15 08:50,C_9,11.1,10.68,0.8,30.854,65.16
2017/7/15 08:55,C_9,10.72,10.7,0.7,30.832,65.06
2017/7/15 09:00,C_9,10.2,11.44,1.8,30.4,66.46
2017/7/15 09:05,C_9,10.5,11.66,1.4,30.4,68.14
2017/7/15 09:10,C_9,11.22,11.7,0.5,31.008,68.6
2017/7/15 09:15,C_9,11,11.86,0.4,31.382,68.04
2017/7/15 09:20,C_9,11.1,11.12,0.6,31.218,67.64
2017/7/15 09:25,C_9,11.52,11.32,0.8,31.374,68.24
2017/7/15 09:30,C_9,11.64,10.9,0.8,31.322,66.66
2017/7/15 09:35,C_9,12.88,11.64,0.5,31.466,66.2
2017/7/15 09:40,C_9,11.2,11.88,0.3,31.858,64.9
2017/7/15 09:45,C_9,10.9,12.18,0.1,31.918,65.18
2017/7/15 09:50,C_9,11.4,11.74,0.2,32.45,64.7
2017/7/15 09:55,C_9,11.84,11.66,0.6,32.282,64.14
2017/7/15 10:00,C_9,11.15,11.76,0.5,31.924,64.74
2017/7/15 10:05,C_9,11.52,11.52,0.6,32.074,63.72
2017/7/15 10:10,C_9,11.32,11.56,0.4,32.232,63.62
2017/7/15 10:15,C_9,11.7,11.22,0.7,32.13,64.68
2017/7/15 10:20,C_9,11.62,10.775,0,32.604,63.32
2017/7/15 10:25,C_9,10.6,10.7,0,33.158,62.6
2017/7/15 10:30,C_9,11.64,10.48,0.4,33.114,61
2017/7/15 10:35,C_9,11.52,9.94,0.8,32.666,62.44
2017/7/15 10:40,C_9,12.26,10.26,0.1,33.26,60.34
2017/7/15 10:45,C_9,9.68,10.58,0.9,33.15,60.42
2017/7/15 10:50,C_9,11.12,11.24,0.6,32.872,61.22
2017/7/15 10:55,C_9,10.1,11.54,0.6,33.068,60.8
2017/7/15 11:00,C_9,10.5,11.76,0.4,33.168,61.34
2017/7/15 11:05,C_9,10.72,11.66,0.4,33.372,61.86
2017/7/15 11:10,C_9,11.62,12.72,0.4,33.978,60.02
2017/7/15 11:15,C_9,11.22,13.24,0.5,34.022,59.58
2017/7/15 11:20,C_9,11.62,14.42,0.6,33.79,60.3
2017/7/15 11:25,C_9,13.2,15.5,1.1,33.19,60.56
2017/7/15 11:30,C_9,14.8,15.4,0,33.638,60.48
2017/7/15 11:35,C_9,14.5,15.975,0.3,33.908,58.6
2017/7/15 11:40,C_9,15,15.38,0.2,34.466,59.14
2017/7/15 11:45,C_9,14.8,15.18,0.5,33.754,60.38
2017/7/15 11:50,C_9,14.8,15.18,0.8,33.178,62.32
2017/7/15 11:55,C_9,15.12,15.5,0.1,33.224,62.2
2017/7/15 12:00,C_9,15.42,16.6,0.2,33.694,61.04
2017/7/15 12:05,C_9,14.9,16.04,0,33.97,60.56
2017/7/15 12:10,C_9,15.2,16.14,0,34.272,59.92
2017/7/15 12:15,C_9,14.7,16.04,0.3,34.254,59.3
2017/7/15 12:20,C_9,14.9,17,1,34.144,58.78
2017/7/15 12:25,C_9,15.02,17,0.6,34.242,56.56
2017/7/15 12:30,C_9,15.22,17.1,0.5,34.27,57.7
2017/7/15 12:35,C_9,15.44,17.32,0.9,34.12,58.2
2017/7/15 12:40,C_9,15.54,17.2,0.4,34.088,58.98
2017/7/15 12:45,C_9,15.94,17.325,1.2,34.336,58.04
2017/7/15 12:50,C_9,15.54,17.02,0.4,34.466,57.3
2017/7/15 12:55,C_9,15.86,17.02,0.5,34.538,56.82
2017/7/15 13:00,C_9,15.86,17.1,0.1,34.208,58.52
2017/7/15 13:05,C_9,16.06,17,0.1,34.23,58.34
2017/7/15 13:10,C_9,15.24,16.7,0.2,34.178,58.72
2017/7/15 13:15,C_9,15.86,16.8,0,34.56,58.4
2017/7/15 13:20,C_9,15.98,16.8,0.2,34.382,58.04
2017/7/15 13:25,C_9,15.52,17.1,0.2,33.966,60.56
2017/7/15 13:30,C_9,15.66,17.88,0.3,33.954,61
2017/7/15 13:35,C_9,15.98,17.88,0.1,34.298,59.58
2017/7/15 13:40,C_9,16.4,17.56,0.5,34.898,57.42
2017/7/15 13:45,C_9,16.55,17.98,1.7,34.292,58.7
2017/7/15 13:50,C_9,16.6,17,0.7,34.536,59.2
2017/7/15 13:55,C_9,16.5,16.9,1.6,34.102,62.74
2017/7/15 14:00,C_9,15.76,16.425,0.9,34.698,62.6
2017/7/15 14:05,C_9,15.32,16.58,1.3,34.382,63.32
2017/7/15 14:10,C_9,15.12,17.1,1.6,34.114,62.38
2017/7/15 14:15,C_9,15.54,17.1,1.5,34.398,62.7
2017/7/15 14:20,C_9,15.64,16.36,1.4,34.314,63.4
2017/7/15 14:25,C_9,16.58,16.06,1,34.518,63.98
2017/7/15 14:30,C_9,15.1,16.28,1.1,34.388,63.16
2017/7/15 14:35,C_9,14.7,16.06,0.8,34.24,63.86
2017/7/15 14:40,C_9,14.92,15.62,0.8,34.618,62.78
2017/7/15 14:45,C_9,14.4,14.86,1,34.52,63.18
2017/7/15 14:50,C_9,15.1,14.96,1.1,33.862,64.16
2017/7/15 14:55,C_9,15,15.4,0.8,33.458,64.94
2017/7/15 15:00,C_9,14.9,14.84,0.4,33.746,64.7
2017/7/15 15:05,C_9,15.2,14.86,0.9,33.726,64.96
2017/7/15 15:10,C_9,15.84,14.62,1.1,32.836,67.64
2017/7/15 15:15,C_9,15.42,15.15,0.5,32.732,68.34
2017/7/15 15:20,C_9,15.74,14.86,1.3,32.326,69.1
2017/7/15 15:25,C_9,15.2,14.94,0.3,32.408,69.52
2017/7/15 15:30,C_9,14.2,14.82,0.6,32.284,70.2
2017/7/15 15:35,C_9,13.4,15.18,0.8,32.168,70.54
2017/7/15 15:40,C_9,16.05,15.72,0.8,32.088,71.04
2017/7/15 15:45,C_9,18.12,15.5,2,31.902,71.16
2017/7/15 15:50,C_9,14.5,15.04,1.3,31.838,71.4
2017/7/15 15:55,C_9,14.3,14.3,2.4,31.496,71.6
2017/7/15 16:00,C_9,13,14.32,1.9,31.248,72.44
2017/7/15 16:05,C_9,13.2,14.3,2.2,31.092,72.62
2017/7/15 16:10,C_9,14.22,16.56,2.4,30.862,73.12
2017/7/15 16:15,C_9,15.86,16.6,0.3,28.802,80.18
2017/7/15 17:30,C_9,21.7,17.14,0,24.08,96.26
2017/7/15 17:35,C_9,17.38,17.175,0.1,24.116,95.22
2017/7/15 17:40,C_9,16.46,17.1,0.1,24.228,95.58
2017/7/15 17:45,C_9,15.06,16.04,0.3,24.174,94.86
2017/7/15 17:50,C_9,12.68,16.14,0.2,24.286,94.26
2017/7/15 17:55,C_9,12.98,16.16,0,24.456,94.18
2017/7/15 18:00,C_9,13.78,13.24,0,24.576,93.02
2017/7/15 18:05,C_9,16.9,15.08,0.2,24.706,93.46
2017/7/15 18:10,C_9,18.96,15.3,0,24.67,94
2017/7/15 18:15,C_9,14.92,15.38,0,24.594,93.74
2017/7/15 18:20,C_9,14.92,14.74,0,24.426,93.52
2017/7/15 18:25,C_9,15.02,15.84,0,24.378,93.34
2017/7/15 18:30,C_9,15.86,16.68,0,24.536,93.36
2017/7/15 18:35,C_9,18.34,16.04,0,24.612,93.38
2017/7/15 18:40,C_9,17.5,16.14,0,24.536,94.26
2017/7/15 18:45,C_9,21.3,15.85,0,24.518,94.56
2017/7/15 18:50,C_9,19.46,16.04,0,24.552,94.52
2017/7/15 18:55,C_9,18.14,16.14,0,24.576,94.48
2017/7/15 19:00,C_9,16.88,16.48,0,24.566,94.46
2017/7/15 19:05,C_9,15.76,15.7,0,24.42,94
2017/7/15 19:10,C_9,17.4,15.38,0,24.512,94.28
2017/7/15 19:15,C_9,19.14,16.9,0,24.474,94.58
2017/7/15 19:20,C_9,17.97,16.36,0,24.442,94.68
2017/7/15 19:25,C_9,17.5,17.44,0,24.408,94.36
2017/7/15 19:30,C_9,18.94,17.02,0,24.44,94.88
2017/7/15 19:35,C_9,18.2,17.86,0,24.402,95.18
2017/7/15 19:45,C_9,17.32,17.44,0,24.406,95.18
2017/7/15 19:50,C_9,20.8,17.68,0,24.504,94.72
2017/7/15 19:55,C_9,21,17.45,0,24.528,94.98
2017/7/15 20:00,C_9,21.32,17.12,0,24.422,94.9
2017/7/15 20:05,C_9,19.18,17.44,0,24.404,94.86
2017/7/15 20:10,C_9,18.94,18.4,0,24.412,95.02
2017/7/15 20:15,C_9,17.1,18.5,0,24.542,95.5
2017/7/15 20:20,C_9,18.22,18.94,0,24.642,95.22
2017/7/15 20:25,C_9,18.1,19.46,0,24.628,95.28
2017/7/15 20:30,C_9,19.18,19.04,0,24.466,95.32
2017/7/15 20:35,C_9,20.2,18.96,0,24.548,95.36
2017/7/15 20:40,C_9,19.36,18.38,0,24.46,95.46
2017/7/15 20:45,C_9,18.86,17.76,0,24.382,95.48
2017/7/15 20:50,C_9,20.2,18.6,0,24.46,95.52
2017/7/15 20:55,C_9,20.18,19.26,0,24.464,95.66
2017/7/15 21:00,C_9,21.52,20.1,0,24.456,95.5
2017/7/15 21:05,C_9,22.18,20.675,0,24.384,95.16
2017/7/15 21:10,C_9,20.05,20.42,0,24.336,95.06
2017/7/15 21:15,C_9,21.42,21.06,0,24.362,94.82
2017/7/15 21:20,C_9,19.98,22.14,0,24.388,94.34
2017/7/15 21:25,C_9,18.94,21.7,0,24.418,94.08
2017/7/15 21:30,C_9,21.64,20.3,0,24.494,92.5
2017/7/15 21:35,C_9,19.9,20.62,0,24.518,92.54
2017/7/15 21:40,C_9,24.02,20.12,0,24.45,93.26
2017/7/15 21:45,C_9,23.2,20,0,24.324,93.62
2017/7/15 21:50,C_9,22.9,20.76,0,24.36,93.22
2017/7/15 21:55,C_9,22.76,20.64,0,24.352,93.3
2017/12/7 06:00,C_9,23.6,21.5,0,15.862,95.52
2017/12/7 06:05,C_9,24.64,21.96,0,15.87,95.6
