mins 450 , noise_error =0.9761904761904762
mins 451 , noise_error =0.8395061728395061
mins 452 , noise_error =0.9081632653061225
mins 453 , noise_error =0.9270833333333334
mins 454 , noise_error =0.9120879120879121
mins 455 , noise_error =0.9204545454545454
mins 456 , noise_error =0.9310344827586207
mins 457 , noise_error =1.0
mins 458 , noise_error =1.0
mins 459 , noise_error =0.7472527472527473
mins 460 , noise_error =0.6699999999999999
mins 461 , noise_error =0.9876543209876543
mins 462 , noise_error =1.0
mins 463 , noise_error =1.0
mins 464 , noise_error =1.0
mins 465 , noise_error =1.0
mins 466 , noise_error =0.9875
mins 467 , noise_error =0.962962962962963
mins 468 , noise_error =0.9058823529411765
mins 469 , noise_error =0.9770114942528736
mins 470 , noise_error =1.0
mins 471 , noise_error =1.0
mins 472 , noise_error =1.0
mins 473 , noise_error =1.0
mins 474 , noise_error =1.0
mins 475 , noise_error =0.975
mins 476 , noise_error =0.797752808988764
mins 477 , noise_error =1.0
mins 478 , noise_error =1.0
mins 479 , noise_error =1.0
mins 480 , noise_error =1.0
mins 481 , noise_error =1.0
mins 482 , noise_error =1.0
mins 483 , noise_error =1.0
mins 484 , noise_error =1.0
mins 485 , noise_error =1.0
mins 486 , noise_error =1.0
mins 487 , noise_error =1.0
mins 488 , noise_error =1.0
mins 489 , noise_error =1.0
mins 490 , noise_error =1.0
mins 491 , noise_error =1.0
mins 492 , noise_error =1.0
mins 493 , noise_error =0.9411764705882353
mins 494 , noise_error =0.9428571428571428
mins 495 , noise_error =1.0
mins 496 , noise_error =1.0
mins 497 , noise_error =1.0
mins 498 , noise_error =0.9864864864864865
mins 499 , noise_error =0.987012987012987
mins 500 , noise_error =0.9775280898876404
mins 501 , noise_error =0.8541666666666666
mins 502 , noise_error =0.686046511627907
mins 503 , noise_error =0.9852941176470589
mins 504 , noise_error =1.0
mins 505 , noise_error =1.0
mins 506 , noise_error =1.0
mins 507 , noise_error =0.9838709677419355
mins 508 , noise_error =1.0
mins 509 , noise_error =1.0
mins 510 , noise_error =1.0
mins 511 , noise_error =1.0
mins 512 , noise_error =1.0
mins 513 , noise_error =1.0
mins 514 , noise_error =1.0
mins 515 , noise_error =1.0
mins 516 , noise_error =1.0
mins 517 , noise_error =1.0
mins 518 , noise_error =1.0
mins 519 , noise_error =1.0
mins 520 , noise_error =1.0
mins 521 , noise_error =0.967741935483871
mins 522 , noise_error =1.0
mins 523 , noise_error =1.0
mins 524 , noise_error =1.0
mins 525 , noise_error =0.9230769230769231
mins 526 , noise_error =1.0
mins 527 , noise_error =1.0
mins 528 , noise_error =1.0
mins 529 , noise_error =1.0
mins 530 , noise_error =0.9016393442622951
mins 531 , noise_error =0.8666666666666667
mins 532 , noise_error =1.0
mins 533 , noise_error =1.0
mins 534 , noise_error =1.0
mins 535 , noise_error =1.0
mins 536 , noise_error =0.9846153846153847
mins 537 , noise_error =1.0
mins 538 , noise_error =1.0
mins 539 , noise_error =1.0
